id,text,language,sentence_length,word_count,character_count,uppercase_count,punctuation_count
621,"According to a recent report published by Zenith Pharmaceuticals, the number of people who document the upcoming film festival has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,237,3,3
622,The new intern compared several ancient manuscripts at a small conference in Melbourne since last spring.,English,Long,16,105,2,1
623,"A retired teacher spent several weeks documenting an experimental cooking recipe, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,277,1,5
624,The debate team captain planted the volunteer schedule within a few hours.,English,Medium,12,74,1,1
625,The debate team captain repaired the volunteer schedule near the old train station.,English,Medium,13,83,1,1
626,The software engineer designed the results of the survey during the summer break.,English,Medium,13,81,1,1
627,The maintenance crew planted the community recycling program every Saturday afternoon.,English,Medium,11,86,2,1
628,"According to a recent report published by Global Trade Partners, the number of people who measure the quarterly sales figures has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,37,236,4,3
629,A freelance writer organized a new hiking trail at the university campus on a rainy Tuesday.,English,Long,16,92,2,1
630,A freelance writer negotiated an experimental cooking recipe at a small conference in Melbourne since last spring.,English,Long,17,114,2,1
631,A freelance writer translated the layout of the public library in the downtown office on a rainy Tuesday.,English,Long,18,105,2,1
632,Our neighbor organized the upcoming film festival in the downtown office after months of planning.,English,Medium,15,98,1,1
633,The community garden volunteers presented an antique wooden clock just before sunset.,English,Medium,12,85,1,1
634,A curious student translated an antique wooden clock inside the community center.,English,Medium,12,81,1,1
635,"A wildlife photographer, who had supported the annual budget report for nearly a decade, finally decided to write a detailed guide so that newcomers could avoid the same mistakes and understand the process from start to finish.",English,Long,37,227,1,3
636,Their coach calculated an unusual weather pattern in the downtown office after months of planning.,English,Medium,15,98,1,1
637,A curious student translated a rare species of orchid earlier this morning.,English,Medium,12,75,1,1
638,"The marketing department spent several weeks translating the community recycling program, and by the end of the project everyone agreed that the effort had been worthwhile, even though the process required patience, careful planning, and a fair amount of trial and error along the way.",English,Long,45,285,1,5
639,"According to a recent report published by Skyline Real Estate, the number of people who photograph a series of jazz recordings has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,38,237,4,3
640,The delivery driver presented a series of jazz recordings at a small conference in Melbourne.,English,Medium,15,93,2,1
641,"According to a recent report published by Redstone Consulting, the number of people who recycle an experimental cooking recipe has increased steadily over the past three years, largely due to changing habits and greater public awareness.",English,Long,36,237,3,3
