id,text,category,subcategory,difficulty
1131,"As widely reported, the online platform expanded its course catalog to include coding bootcamps. Many are watching closely to see what happens next.",Education,Online Learning,Beginner
1132,Local sources indicate that the boutique hotel chain expanded into three new coastal destinations. Reactions have been mixed so far.,Travel,Travel Tips,Advanced
1133,"In a statement released today, fans reacted with excitement to the surprise announcement of a new game.",Entertainment,Television,Beginner
1134,"As widely reported, the senator proposed new legislation to expand access to affordable housing. Further updates are expected in the coming weeks.",Politics,Legislation,Intermediate
1135,Officials confirmed that developers released an open-source library for building recommendation engines.,Technology,Cybersecurity,Beginner
1136,"In a statement released today, environmental scientists tracked declining ice levels in the polar region.",Science,Physics,Advanced
1137,Sources close to the matter say biologists identified a previously unknown species in the rainforest canopy. Further updates are expected in the coming weeks.,Science,Chemistry,Beginner
1138,Sources close to the matter say nutritionists recommend a balanced diet rich in fiber and lean protein. Further updates are expected in the coming weeks.,Health,Fitness,Beginner
1139,Officials confirmed that elementary schools adopted a new curriculum focused on critical thinking. Many are watching closely to see what happens next.,Education,K-12 Schools,Intermediate
1140,Officials confirmed that the company's marketing team launched a campaign targeting younger consumers. This development drew significant attention.,Business,Startups,Intermediate
1141,Local sources indicate that developers released an open-source library for building recommendation engines. Many are watching closely to see what happens next.,Technology,Artificial Intelligence,Intermediate
1142,Officials confirmed that analysts predict a close race in the upcoming general election. Reactions have been mixed so far.,Politics,Policy,Advanced
1143,Local sources indicate that researchers measured rising levels of plastic pollution in coastal waters.,Environment,Sustainability,Beginner
1144,"As widely reported, nutritionists recommend a balanced diet rich in fiber and lean protein. Many are watching closely to see what happens next.",Health,Fitness,Intermediate
1145,"As widely reported, conservationists worked to restore wetlands that support local wildlife.",Environment,Renewable Energy,Beginner
