id,text,label,category,difficulty
1028,"Hi, Hope your trip was amazing, can't wait to hear all about it. Let me know.",Ham,Personal,Beginner
1029,"FYI, Thinking about you during this tough time, I'm here if you need me. Take care.",Ham,Personal,Beginner
1030,"Just a heads up, This is a reminder that your library books are due back this Friday.",Ham,Notification,Beginner
1031,"FYI, Reminder: your subscription with Quantum Innovations renews at the end of this month. Let me know.",Ham,Notification,Beginner
1032,"IMPORTANT: Buy a PureGlow skincare set today and get 50% off your first order, limited time only! Offer won't last.",Spam,Advertisement,Beginner
1033,"Hello, Your recent payment to Harborview College was processed successfully. Take care.",Ham,Notification,Advanced
1034,"Hi, So happy to hear the good news, we should celebrate soon! Thanks!",Ham,Personal,Beginner
1035,ATTENTION: Flash sale: the FreshAir purifier is now 40% off for the next 24 hours only! Offer won't last.,Spam,Advertisement,Beginner
1036,"Best prices of the season on the ChefMate blender, shop the sale now! Limited spots remain.",Spam,Advertisement,Intermediate
1037,Quick note: The deadline for the Skyline Real Estate deliverables has been moved up by two days. Take care.,Ham,Work,Intermediate
1038,"Hey, I finally fixed the leaky faucet in the kitchen this weekend.",Ham,Normal Message,Advanced
1039,ATTENTION: Special member reward unlocked: a free a StreamCast speaker is waiting for you! Respond today.,Spam,Promotion,Intermediate
1040,"Hey, Please share your feedback on the draft before we send it to Cedar Grove Hospital.",Ham,Work,Advanced
1041,"FYI, The weather looks nice this weekend, want to go for a walk?",Ham,Normal Message,Advanced
1042,NOTICE: You've been selected for an exclusive early access deal on a SoundWave headset! Respond today.,Spam,Promotion,Beginner
1043,"NOTICE: Your recent order has an issue, verify your payment method to continue processing! Respond today.",Spam,Scam,Beginner
1044,"Just a heads up, Your reservation at Meridian Financial Group has been confirmed for this weekend. Thanks!",Ham,Notification,Beginner
1045,LIMITED TIME: Limited spots available: sign up now for a free trial of a RoadMaster bicycle! Respond today.,Spam,Promotion,Intermediate
1046,"FYI, The quarterly presentation for Zenith Pharmaceuticals is due by end of day Friday. Thanks!",Ham,Work,Beginner
1047,IMPORTANT: Congratulations! You've earned a free the PixelView monitor — claim your reward now! Don't wait!,Spam,Promotion,Beginner
1048,"ALERT: Your device may be at risk, download the security update immediately to stay protected! Don't wait!",Spam,Scam,Intermediate
1049,"ALERT: Your loyalty points can now be redeemed for a free the QuickBrew coffee maker, claim today! Limited spots remain.",Spam,Promotion,Beginner
1050,"Hello, This is a reminder that your appointment with Oakwood Publishing House starts in one hour.",Ham,Notification,Beginner
1051,"Just a heads up, Hey, are we still meeting for lunch tomorrow around noon? Talk soon.",Ham,Normal Message,Beginner
1052,ALERT: Refer a friend and receive a free the ChefMate blender as a thank-you gift! Offer won't last.,Spam,Promotion,Beginner
1053,Your reservation at BrightFuture Foundation has been confirmed for this weekend.,Ham,Notification,Intermediate
1054,"ACT NOW: Upgrade today: a NovaBook Pro laptop is on sale for a limited time, don't wait! Respond today.",Spam,Advertisement,Intermediate
1055,"Hey, Congratulations on the new job, you truly deserve it!",Ham,Personal,Advanced
1056,"Quick note: Hope your trip was amazing, can't wait to hear all about it. Take care.",Ham,Personal,Beginner
1057,Everything must go! Get a ProGrip tennis racket at clearance prices while supplies last! Limited spots remain.,Spam,Advertisement,Intermediate
1058,"ATTENTION: Unusual sign-in attempt detected, confirm it was you within the next hour!",Spam,Scam,Advanced
1059,"FYI, This is a confirmation that your request with Vertex Analytics has been received. Talk soon.",Ham,Notification,Beginner
1060,ATTENTION: Exclusive offer just for you: get a bonus the AeroFit smartwatch with your next purchase! Don't wait!,Spam,Promotion,Advanced
1061,Congratulations! You've earned a free a SoundWave headset — claim your reward now!,Spam,Promotion,Advanced
1062,"Hello, The deadline for the Pioneer Research Institute deliverables has been moved up by two days.",Ham,Work,Intermediate
1063,Your order from Ironwood Steel Works has shipped and is expected to arrive in three days. Take care.,Ham,Notification,Intermediate
1064,Can't wait to see you at the reunion next month. Take care.,Ham,Personal,Beginner
1065,"ACT NOW: Your device may be at risk, download the security update immediately to stay protected!",Spam,Scam,Beginner
1066,Quick note: Thanks for sending over the notes from yesterday's meeting. Let me know.,Ham,Normal Message,Beginner
1067,"Hello, The weather looks nice this weekend, want to go for a walk? Thanks!",Ham,Normal Message,Beginner
1068,Let's sync up briefly before submitting the proposal to Redstone Consulting. Thanks!,Ham,Work,Advanced
1069,"ALERT: Security alert: someone tried to log in from an unknown device, verify immediately!",Spam,Scam,Beginner
1070,"FYI, The deadline for the Delta Cloud Services deliverables has been moved up by two days. Take care.",Ham,Work,Beginner
1071,"ATTENTION: Upgrade today: a SoundWave headset is on sale for a limited time, don't wait!",Spam,Advertisement,Intermediate
1072,"Hello, Reminder: your subscription with Pioneer Research Institute renews at the end of this month. Take care.",Ham,Notification,Beginner
1073,"Just a heads up, Your subscription to Skyline Real Estate's newsletter has been updated successfully. Take care.",Ham,Notification,Beginner
1074,"I'm running a bit late, should be there in about ten minutes. Take care.",Ham,Normal Message,Intermediate
1075,"NOTICE: As a valued customer, enjoy an extra discount on a StreamCast speaker this week!",Spam,Promotion,Advanced
1076,"Hi, I found a great recipe for the dinner party next Friday. Thanks!",Ham,Normal Message,Beginner
1077,"Hey, Thinking about you during this tough time, I'm here if you need me.",Ham,Personal,Beginner
1078,"Hey, Your order from Coastal Insurance Co. has shipped and is expected to arrive in three days. Thanks!",Ham,Notification,Beginner
1079,"ACT NOW: Unlock a members-only discount on a TrailRunner backpack, available for a short time! Offer won't last.",Spam,Promotion,Intermediate
1080,IMPORTANT: Everything must go! Get a ProGrip tennis racket at clearance prices while supplies last! Offer won't last.,Spam,Advertisement,Beginner
1081,"Hello, Thinking about you during this tough time, I'm here if you need me.",Ham,Personal,Beginner
1082,NOTICE: You have an outstanding balance that must be settled today to avoid penalties! Respond today.,Spam,Scam,Intermediate
1083,You have an outstanding balance that must be settled today to avoid penalties! Respond today.,Spam,Scam,Beginner
1084,"NOTICE: Unlock a members-only discount on the SmartHome Hub, available for a short time! Limited spots remain.",Spam,Promotion,Intermediate
1085,"Hey, Your order from Vertex Analytics has shipped and is expected to arrive in three days.",Ham,Notification,Advanced
1086,"ACT NOW: Don't miss our biggest sale of the year on a SnapShot camera, hurry before it ends! Offer won't last.",Spam,Advertisement,Advanced
1087,"Just a heads up, The deadline for the Oakwood Publishing House deliverables has been moved up by two days. Take care.",Ham,Work,Beginner
1088,Quick note: I finally fixed the leaky faucet in the kitchen this weekend.,Ham,Normal Message,Intermediate
1089,"ATTENTION: New arrival: the ChefMate blender now available at an unbeatable price, shop now! Offer won't last.",Spam,Advertisement,Beginner
1090,"Hello, Your appointment with Maple Street School District is confirmed for next Tuesday at 10 AM. Talk soon.",Ham,Notification,Advanced
1091,"Hi, Congratulations on the new job, you truly deserve it!",Ham,Personal,Intermediate
1092,"IMPORTANT: Upgrade today: the QuickBrew coffee maker is on sale for a limited time, don't wait!",Spam,Advertisement,Beginner
1093,"Hello, Hope your exams went well, let's celebrate this weekend.",Ham,Personal,Beginner
1094,"Hey, So proud of you for taking that big step, congratulations! Talk soon.",Ham,Personal,Advanced
1095,"Hey, Thinking about you during this tough time, I'm here if you need me. Thanks!",Ham,Personal,Advanced
1096,"ATTENTION: Don't miss our biggest sale of the year on the FlexFit yoga mat, hurry before it ends! Respond today.",Spam,Advertisement,Beginner
1097,Let's schedule a quick check-in about the Maple Street School District account this week. Talk soon.,Ham,Work,Advanced
1098,"Hello, Let's sync up briefly before submitting the proposal to Lakeside Medical Center.",Ham,Work,Beginner
1099,"IMPORTANT: Don't miss our biggest sale of the year on a TrailRunner backpack, hurry before it ends! Offer won't last.",Spam,Advertisement,Intermediate
1100,"Just a heads up, Your reservation at Riverside Bank has been confirmed for this weekend. Thanks!",Ham,Notification,Intermediate
1101,Could you double-check the numbers in the spreadsheet before we send it to Maple Street School District? Thanks!,Ham,Work,Intermediate
1102,"IMPORTANT: Unlock a members-only discount on a RoadMaster bicycle, available for a short time!",Spam,Promotion,Beginner
1103,Quick note: Your appointment with Meridian Financial Group is confirmed for next Tuesday at 10 AM. Talk soon.,Ham,Notification,Beginner
1104,"FYI, Thanks for being such a great friend, it means a lot to me. Let me know.",Ham,Personal,Intermediate
1105,"NOTICE: Your loyalty points can now be redeemed for a free a RoadMaster bicycle, claim today! Offer won't last.",Spam,Promotion,Advanced
1106,"Hello, Your subscription to Crescent Media Group's newsletter has been updated successfully. Talk soon.",Ham,Notification,Beginner
1107,"Hi, Hope your trip was amazing, can't wait to hear all about it.",Ham,Personal,Intermediate
1108,"Your loyalty points can now be redeemed for a free a NovaBook Pro laptop, claim today! Offer won't last.",Spam,Promotion,Intermediate
1109,"Hi, Congratulations on the new job, you truly deserve it! Let me know.",Ham,Personal,Beginner
1110,Flash sale: a StreamCast speaker is now 40% off for the next 24 hours only! Don't wait!,Spam,Advertisement,Beginner
1111,"Let's plan a get-together soon, it's been way too long. Take care.",Ham,Personal,Advanced
1112,"NOTICE: Unusual sign-in attempt detected, confirm it was you within the next hour! Respond today.",Spam,Scam,Intermediate
1113,"Hi, Your recent payment to Blue Horizon Airlines was processed successfully.",Ham,Notification,Intermediate
1114,Your reservation at Delta Cloud Services has been confirmed for this weekend. Thanks!,Ham,Notification,Advanced
1115,"IMPORTANT: Special deal: buy one the AeroFit smartwatch, get one free this weekend only! Offer won't last.",Spam,Advertisement,Advanced
1116,"Hello, Hey, are we still meeting for lunch tomorrow around noon? Take care.",Ham,Normal Message,Intermediate
1117,"Just a heads up, Hope the new house is treating you well, let's visit soon. Talk soon.",Ham,Personal,Intermediate
1118,"Hello, Your appointment with Union Manufacturing Corp. is confirmed for next Tuesday at 10 AM. Talk soon.",Ham,Notification,Intermediate
1119,"Hello, Please share your feedback on the draft before we send it to Crescent Media Group. Talk soon.",Ham,Work,Intermediate
1120,"IMPORTANT: Final reminder: unclaimed reward expires today, click now before it's too late! Limited spots remain.",Spam,Scam,Intermediate
1121,"NOTICE: Security alert: someone tried to log in from an unknown device, verify immediately!",Spam,Scam,Advanced
