id,text,sentiment,sentiment_score,emotion,category
958,"This post was reasonable; nothing special, but nothing terrible either.",Neutral,-0.1,Neutral,Social Media
959,The delivery service met the basic expectations and was generally adequate.,Neutral,-0.05,Neutral,Service Review
960,"The city tour turned out to be fantastic, and I would recommend it to anyone.",Positive,0.78,Excited,Travel Review
961,It's hard to say much about the city tour; it was simply standard.,Neutral,0.06,Neutral,Travel Review
962,"Sadly, the latest trend turned out to be poorly made, and I wouldn't try it again.",Negative,-0.9,Fear,Social Media
963,I'd describe the romantic comedy as okay — it did the job without standing out.,Neutral,0.11,Neutral,Movie Review
964,"This rental agency turned out to be delightful, and I would recommend it to anyone.",Positive,0.75,Satisfied,Service Review
965,I was really let down by the tutoring session — it was underwhelming compared to what was promised.,Negative,-0.63,Angry,Education
966,We were thrilled with this thread — it felt amazing and well worth the money.,Positive,0.65,Happy,Social Media
967,We were thrilled with this backpack — it felt fantastic and well worth the money.,Positive,0.75,Satisfied,Product Review
968,"This documentary turned out to be excellent, and I would recommend it to anyone.",Positive,1.0,Excited,Movie Review
969,We were thrilled with this cleaning company — it felt outstanding and well worth the money.,Positive,0.81,Satisfied,Service Review
970,This thriller impressed everyone in our group; simply top-notch.,Positive,0.65,Excited,Movie Review
971,The pasta dish met the basic expectations and was generally acceptable.,Neutral,0.12,Neutral,Food Review
972,I was really let down by this post — it was terrible compared to what was promised.,Negative,-0.76,Fear,Social Media
973,I'd describe this backpack as acceptable — it did the job without standing out.,Neutral,0.1,Neutral,Product Review
974,We were thrilled with the tech support line — it felt superb and well worth the money.,Positive,0.64,Excited,Service Review
975,The customer support team was a disappointment; the whole experience felt subpar.,Negative,-0.7,Sad,Service Review
976,I'd describe this textbook as average — it did the job without standing out.,Neutral,0.15,Neutral,Education
977,This documentary met the basic expectations and was generally acceptable.,Neutral,-0.05,Neutral,Movie Review
978,The study guide left a lot to be desired; overall it felt disappointing.,Negative,-0.75,Angry,Education
979,This restaurant was a disappointment; the whole experience felt frustrating.,Negative,-0.55,Disappointed,Food Review
980,"This bakery was okay overall, similar to most alternatives out there.",Neutral,-0.1,Neutral,Food Review
981,"This post was reasonable overall, similar to most alternatives out there.",Neutral,0.09,Neutral,Social Media
982,I was really let down by this thread — it was awful compared to what was promised.,Negative,-0.78,Sad,Social Media
983,I'd describe this certification as adequate — it did the job without standing out.,Neutral,0.15,Neutral,Education
984,"The online lecture turned out to be wonderful, and I would recommend it to anyone.",Positive,0.68,Excited,Education
985,This meme was a disappointment; the whole experience felt poorly made.,Negative,-0.83,Fear,Social Media
986,"Unfortunately, the latest trend was frustrating, and I regret spending money on it.",Negative,-0.75,Angry,Social Media
987,The city tour met the basic expectations and was generally acceptable.,Neutral,-0.1,Neutral,Travel Review
988,The customer support team left a lot to be desired; overall it felt overpriced.,Negative,-0.6,Fear,Service Review
989,"The livestream was okay; nothing special, but nothing terrible either.",Neutral,-0.08,Neutral,Social Media
990,It's hard to say much about the sushi platter; it was simply reasonable.,Neutral,0.07,Neutral,Food Review
991,I was really let down by this workshop — it was subpar compared to what was promised.,Negative,-0.92,Fear,Education
992,I'd describe this course as standard — it did the job without standing out.,Neutral,0.04,Neutral,Education
993,"Sadly, the new cafe turned out to be disappointing, and I wouldn't try it again.",Negative,-0.77,Disappointed,Food Review
994,It's hard to say much about the romantic comedy; it was simply average.,Neutral,-0.15,Neutral,Movie Review
995,This certification met the basic expectations and was generally standard.,Neutral,-0.08,Neutral,Education
996,This laptop impressed everyone in our group; simply top-notch.,Positive,0.98,Satisfied,Product Review
997,We were thrilled with this drama — it felt fantastic and well worth the money.,Positive,0.86,Satisfied,Movie Review
998,This blender left a lot to be desired; overall it felt unreliable.,Negative,-0.64,Disappointed,Product Review
999,This rental agency was a disappointment; the whole experience felt mediocre.,Negative,-0.74,Disappointed,Service Review
1000,"The customer support team turned out to be delightful, and I would recommend it to anyone.",Positive,0.74,Excited,Service Review
1001,I'd describe the dessert menu as okay — it did the job without standing out.,Neutral,0.13,Neutral,Food Review
1002,The new update impressed everyone in our group; simply outstanding.,Positive,0.85,Excited,Social Media
1003,The livestream left a lot to be desired; overall it felt disappointing.,Negative,-0.76,Angry,Social Media
1004,"I have to say, this documentary exceeded my expectations; it was truly superb.",Positive,0.68,Excited,Movie Review
1005,"Honestly, the vacuum cleaner was outstanding from start to finish, no complaints at all.",Positive,0.73,Excited,Product Review
1006,The tech support line impressed everyone in our group; simply amazing.,Positive,0.68,Happy,Service Review
1007,The dessert menu left a lot to be desired; overall it felt poorly made.,Negative,-0.82,Fear,Food Review
1008,"Sadly, the training program turned out to be unreliable, and I wouldn't try it again.",Negative,-0.96,Angry,Education
1009,"Sadly, this water bottle turned out to be underwhelming, and I wouldn't try it again.",Negative,-1.0,Sad,Product Review
1010,The smartwatch was a disappointment; the whole experience felt underwhelming.,Negative,-0.57,Angry,Product Review
1011,The vacuum cleaner left a lot to be desired; overall it felt unreliable.,Negative,-0.92,Fear,Product Review
1012,The sushi platter impressed everyone in our group; simply fantastic.,Positive,0.79,Satisfied,Food Review
1013,"Unfortunately, the resort was disappointing, and I regret spending money on it.",Negative,-0.69,Fear,Travel Review
1014,This blender left a lot to be desired; overall it felt frustrating.,Negative,-0.68,Sad,Product Review
1015,This restaurant impressed everyone in our group; simply superb.,Positive,0.63,Excited,Food Review
1016,"Honestly, the study guide was fantastic from start to finish, no complaints at all.",Positive,0.66,Satisfied,Education
1017,"The delivery service was adequate; nothing special, but nothing terrible either.",Neutral,0.14,Neutral,Service Review
1018,The vacuum cleaner left a lot to be desired; overall it felt disappointing.,Negative,-0.62,Disappointed,Product Review
1019,The beach destination was a disappointment; the whole experience felt awful.,Negative,-0.98,Disappointed,Travel Review
1020,This post was a disappointment; the whole experience felt mediocre.,Negative,-0.63,Disappointed,Social Media
1021,This repair service was a disappointment; the whole experience felt disappointing.,Negative,-0.6,Angry,Service Review
1022,The livestream impressed everyone in our group; simply excellent.,Positive,0.81,Satisfied,Social Media
1023,"Honestly, this tour package was outstanding from start to finish, no complaints at all.",Positive,0.66,Satisfied,Travel Review
1024,"Sadly, the online lecture turned out to be disappointing, and I wouldn't try it again.",Negative,-0.89,Disappointed,Education
1025,"This diner was reasonable overall, similar to most alternatives out there.",Neutral,-0.1,Neutral,Food Review
1026,"This consulting firm was reasonable overall, similar to most alternatives out there.",Neutral,0.09,Neutral,Service Review
1027,"I have to say, this water bottle exceeded my expectations; it was truly outstanding.",Positive,0.95,Satisfied,Product Review
1028,This hostel met the basic expectations and was generally typical.,Neutral,0.13,Neutral,Travel Review
1029,"Sadly, the study guide turned out to be disappointing, and I wouldn't try it again.",Negative,-0.56,Angry,Education
1030,I was really let down by this workshop — it was disappointing compared to what was promised.,Negative,-0.92,Fear,Education
1031,I was really let down by this course — it was overpriced compared to what was promised.,Negative,-0.63,Angry,Education
1032,"This rental agency turned out to be amazing, and I would recommend it to anyone.",Positive,0.73,Satisfied,Service Review
1033,It's hard to say much about this meme; it was simply adequate.,Neutral,-0.09,Neutral,Social Media
1034,The new cafe was a disappointment; the whole experience felt underwhelming.,Negative,-0.63,Fear,Food Review
1035,I was really let down by the new cafe — it was frustrating compared to what was promised.,Negative,-0.75,Disappointed,Food Review
1036,We were thrilled with this hostel — it felt impressive and well worth the money.,Positive,0.99,Excited,Travel Review
1037,"This documentary turned out to be superb, and I would recommend it to anyone.",Positive,0.84,Satisfied,Movie Review
