id,text,entities,entity_types,person,organization,location,date,money,product
321,"The board at Evergreen Energy Co. approved a $1,200 investment in Dublin after Sara Wright's presentation on September 14, 2018.","Sara Wright; Evergreen Energy Co.; Dublin; September 14, 2018; $1,200",PERSON; ORG; GPE; DATE; MONEY,Sara Wright,Evergreen Energy Co.,Dublin,"September 14, 2018","$1,200",
322,"On December 19, 2022, Vertex Analytics opened a new branch in Amsterdam, India, appointing Noah Dubois as director.","Noah Dubois; Vertex Analytics; Amsterdam; India; December 19, 2022",PERSON; ORG; GPE; GPE; DATE,Noah Dubois,Vertex Analytics,"Amsterdam, India","December 19, 2022",,
323,"Skyline Real Estate partnered with a university in Vancouver to research the SmartHome Hub technology, Julia Wright reported.",Julia Wright; Skyline Real Estate; Vancouver; the SmartHome Hub,PERSON; ORG; GPE; PRODUCT,Julia Wright,Skyline Real Estate,Vancouver,,,SmartHome Hub
324,"During the conference in Vancouver, Isabella Fernandez from Coastal Insurance Co. unveiled a StreamCast speaker priced at $99.",Isabella Fernandez; Coastal Insurance Co.; Vancouver; $99; a StreamCast speaker,PERSON; ORG; GPE; MONEY; PRODUCT,Isabella Fernandez,Coastal Insurance Co.,Vancouver,,$99,StreamCast speaker
325,"Silverline Motors announced that Nadia Fernandez will lead the new office in Mumbai starting June 28, 2019.","Nadia Fernandez; Silverline Motors; Mumbai; June 28, 2019",PERSON; ORG; GPE; DATE,Nadia Fernandez,Silverline Motors,Mumbai,"June 28, 2019",,
326,"Samuel Okafor joined BrightFuture Foundation in Jakarta on September 1, 2017 to launch a StreamCast speaker.","Samuel Okafor; BrightFuture Foundation; Jakarta; September 1, 2017; a StreamCast speaker",PERSON; ORG; GPE; DATE; PRODUCT,Samuel Okafor,BrightFuture Foundation,Jakarta,"September 1, 2017",,StreamCast speaker
327,"During the conference in Mumbai, Liam Young from Summit Robotics Inc. unveiled the GreenLeaf water bottle priced at $499.99.",Liam Young; Summit Robotics Inc.; Mumbai; $499.99; the GreenLeaf water bottle,PERSON; ORG; GPE; MONEY; PRODUCT,Liam Young,Summit Robotics Inc.,Mumbai,,$499.99,GreenLeaf water bottle
328,"Northfield University partnered with a university in Denver to research a SoundWave headset technology, Peter Okafor reported.",Peter Okafor; Northfield University; Denver; a SoundWave headset,PERSON; ORG; GPE; PRODUCT,Peter Okafor,Northfield University,Denver,,,SoundWave headset
329,"Ingrid Ivanov, a spokesperson for Meridian Financial Group, confirmed the release of a SnapShot camera for $30.75 on May 19, 2017.","Ingrid Ivanov; Meridian Financial Group; May 19, 2017; $30.75; a SnapShot camera",PERSON; ORG; DATE; MONEY; PRODUCT,Ingrid Ivanov,Meridian Financial Group,,"May 19, 2017",$30.75,SnapShot camera
330,"The board at Silverline Motors approved a $350 investment in Santiago after Emma Khan's presentation on June 8, 2024.","Emma Khan; Silverline Motors; Santiago; June 8, 2024; $350",PERSON; ORG; GPE; DATE; MONEY,Emma Khan,Silverline Motors,Santiago,"June 8, 2024",$350,
331,"On January 23, 2025, Meridian Financial Group opened a new branch in Denver, Egypt, appointing Emma Nguyen as director.","Emma Nguyen; Meridian Financial Group; Denver; Egypt; January 23, 2025",PERSON; ORG; GPE; GPE; DATE,Emma Nguyen,Meridian Financial Group,"Denver, Egypt","January 23, 2025",,
332,"On January 4, 2025, Coastal Insurance Co. opened a new branch in Austin, Denmark, appointing Jack Larsen as director.","Jack Larsen; Coastal Insurance Co.; Austin; Denmark; January 4, 2025",PERSON; ORG; GPE; GPE; DATE,Jack Larsen,Coastal Insurance Co.,"Austin, Denmark","January 4, 2025",,
333,"During the conference in Jakarta, Adaeze Kim from Lakeside Medical Center unveiled a StreamCast speaker priced at $19.99.",Adaeze Kim; Lakeside Medical Center; Jakarta; $19.99; a StreamCast speaker,PERSON; ORG; GPE; MONEY; PRODUCT,Adaeze Kim,Lakeside Medical Center,Jakarta,,$19.99,StreamCast speaker
334,"Priya Lewis joined Delta Cloud Services in Prague on November 17, 2019 to launch a PureGlow skincare set.","Priya Lewis; Delta Cloud Services; Prague; November 17, 2019; a PureGlow skincare set",PERSON; ORG; GPE; DATE; PRODUCT,Priya Lewis,Delta Cloud Services,Prague,"November 17, 2019",,PureGlow skincare set
335,"The board at Coastal Insurance Co. approved a $15 investment in Marrakesh after Isabella Fernandez's presentation on September 18, 2025.","Isabella Fernandez; Coastal Insurance Co.; Marrakesh; September 18, 2025; $15",PERSON; ORG; GPE; DATE; MONEY,Isabella Fernandez,Coastal Insurance Co.,Marrakesh,"September 18, 2025",$15,
336,"Blue Horizon Airlines announced that Sofia Wilson will lead the new office in Marrakesh starting August 4, 2021.","Sofia Wilson; Blue Horizon Airlines; Marrakesh; August 4, 2021",PERSON; ORG; GPE; DATE,Sofia Wilson,Blue Horizon Airlines,Marrakesh,"August 4, 2021",,
337,"During the conference in Amsterdam, Ahmed Osei from Falcon Logistics unveiled a SoundWave headset priced at $1,200.","Ahmed Osei; Falcon Logistics; Amsterdam; $1,200; a SoundWave headset",PERSON; ORG; GPE; MONEY; PRODUCT,Ahmed Osei,Falcon Logistics,Amsterdam,,"$1,200",SoundWave headset
338,"Felix King traveled from Toronto to Cairo to negotiate a deal worth $1,200 with Evergreen Energy Co..","Felix King; Evergreen Energy Co.; Cairo; Toronto; $1,200",PERSON; ORG; GPE; GPE; MONEY,Felix King,Evergreen Energy Co.,"Cairo, Toronto",,"$1,200",
339,"The board at Cedar Grove Hospital approved a $89.99 investment in Edinburgh after George Moore's presentation on June 3, 2019.","George Moore; Cedar Grove Hospital; Edinburgh; June 3, 2019; $89.99",PERSON; ORG; GPE; DATE; MONEY,George Moore,Cedar Grove Hospital,Edinburgh,"June 3, 2019",$89.99,
340,Priya Haddad traveled from Marrakesh to Toronto to negotiate a deal worth $75 with Maple Street School District.,Priya Haddad; Maple Street School District; Marrakesh; Toronto; $75,PERSON; ORG; GPE; GPE; MONEY,Priya Haddad,Maple Street School District,"Marrakesh, Toronto",,$75,
341,"Nina Ivanov joined Oakwood Publishing House in Cairo on May 6, 2021 to launch the QuickBrew coffee maker.","Nina Ivanov; Oakwood Publishing House; Cairo; May 6, 2021; the QuickBrew coffee maker",PERSON; ORG; GPE; DATE; PRODUCT,Nina Ivanov,Oakwood Publishing House,Cairo,"May 6, 2021",,QuickBrew coffee maker
342,"During the conference in Nairobi, Mei Smith from Golden Gate Retailers unveiled the TravelLite suitcase priced at $120.",Mei Smith; Golden Gate Retailers; Nairobi; $120; the TravelLite suitcase,PERSON; ORG; GPE; MONEY; PRODUCT,Mei Smith,Golden Gate Retailers,Nairobi,,$120,TravelLite suitcase
343,"Pioneer Research Institute partnered with a university in Lisbon to research a StreamCast speaker technology, Carlos Haddad reported.",Carlos Haddad; Pioneer Research Institute; Lisbon; a StreamCast speaker,PERSON; ORG; GPE; PRODUCT,Carlos Haddad,Pioneer Research Institute,Lisbon,,,StreamCast speaker
344,Grace Baker traveled from Amsterdam to Lisbon to negotiate a deal worth $120 with Silverline Motors.,Grace Baker; Silverline Motors; Amsterdam; Lisbon; $120,PERSON; ORG; GPE; GPE; MONEY,Grace Baker,Silverline Motors,"Amsterdam, Lisbon",,$120,
345,"The board at Meridian Financial Group approved a $24.50 investment in Nairobi after Charlotte Rossi's presentation on December 14, 2024.","Charlotte Rossi; Meridian Financial Group; Nairobi; December 14, 2024; $24.50",PERSON; ORG; GPE; DATE; MONEY,Charlotte Rossi,Meridian Financial Group,Nairobi,"December 14, 2024",$24.50,
346,"Golden Gate Retailers partnered with a university in Lisbon to research the ChefMate blender technology, Samuel Kowalski reported.",Samuel Kowalski; Golden Gate Retailers; Lisbon; the ChefMate blender,PERSON; ORG; GPE; PRODUCT,Samuel Kowalski,Golden Gate Retailers,Lisbon,,,ChefMate blender
347,"Charlotte Wilson joined Union Manufacturing Corp. in Bangkok on March 22, 2020 to launch the CloudDesk chair.","Charlotte Wilson; Union Manufacturing Corp.; Bangkok; March 22, 2020; the CloudDesk chair",PERSON; ORG; GPE; DATE; PRODUCT,Charlotte Wilson,Union Manufacturing Corp.,Bangkok,"March 22, 2020",,CloudDesk chair
348,"Daniel Green, a spokesperson for Skyline Real Estate, confirmed the release of the QuickBrew coffee maker for $99 on July 9, 2020.","Daniel Green; Skyline Real Estate; July 9, 2020; $99; the QuickBrew coffee maker",PERSON; ORG; DATE; MONEY; PRODUCT,Daniel Green,Skyline Real Estate,,"July 9, 2020",$99,QuickBrew coffee maker
349,"Kevin Wright joined Cedar Grove Hospital in Lisbon on January 2, 2023 to launch the AeroFit smartwatch.","Kevin Wright; Cedar Grove Hospital; Lisbon; January 2, 2023; the AeroFit smartwatch",PERSON; ORG; GPE; DATE; PRODUCT,Kevin Wright,Cedar Grove Hospital,Lisbon,"January 2, 2023",,AeroFit smartwatch
350,"Hana Rossi, a spokesperson for NextGen Software Labs, confirmed the release of the SmartHome Hub for $250 on April 16, 2016.","Hana Rossi; NextGen Software Labs; April 16, 2016; $250; the SmartHome Hub",PERSON; ORG; DATE; MONEY; PRODUCT,Hana Rossi,NextGen Software Labs,,"April 16, 2016",$250,SmartHome Hub
351,Priya Johansson traveled from Jakarta to Prague to negotiate a deal worth $99 with Vertex Analytics.,Priya Johansson; Vertex Analytics; Jakarta; Prague; $99,PERSON; ORG; GPE; GPE; MONEY,Priya Johansson,Vertex Analytics,"Jakarta, Prague",,$99,
352,Priya Novak traveled from Bangkok to Vancouver to negotiate a deal worth $15 with Quantum Innovations.,Priya Novak; Quantum Innovations; Bangkok; Vancouver; $15,PERSON; ORG; GPE; GPE; MONEY,Priya Novak,Quantum Innovations,"Bangkok, Vancouver",,$15,
353,"Anna Suzuki joined Meridian Financial Group in Manila on December 20, 2025 to launch the SmartHome Hub.","Anna Suzuki; Meridian Financial Group; Manila; December 20, 2025; the SmartHome Hub",PERSON; ORG; GPE; DATE; PRODUCT,Anna Suzuki,Meridian Financial Group,Manila,"December 20, 2025",,SmartHome Hub
354,"On June 15, 2020, Oakwood Publishing House opened a new branch in Buenos Aires, Kenya, appointing Fatima Smith as director.","Fatima Smith; Oakwood Publishing House; Buenos Aires; Kenya; June 15, 2020",PERSON; ORG; GPE; GPE; DATE,Fatima Smith,Oakwood Publishing House,"Buenos Aires, Kenya","June 15, 2020",,
355,"Global Trade Partners partnered with a university in Helsinki to research a RoadMaster bicycle technology, Sofia Kim reported.",Sofia Kim; Global Trade Partners; Helsinki; a RoadMaster bicycle,PERSON; ORG; GPE; PRODUCT,Sofia Kim,Global Trade Partners,Helsinki,,,RoadMaster bicycle
356,"During the conference in Wellington, George Garcia from Quantum Innovations unveiled the TravelLite suitcase priced at $75.",George Garcia; Quantum Innovations; Wellington; $75; the TravelLite suitcase,PERSON; ORG; GPE; MONEY; PRODUCT,George Garcia,Quantum Innovations,Wellington,,$75,TravelLite suitcase
357,"Ingrid Yamamoto joined Northfield University in Austin on September 13, 2017 to launch a NightOwl reading lamp.","Ingrid Yamamoto; Northfield University; Austin; September 13, 2017; a NightOwl reading lamp",PERSON; ORG; GPE; DATE; PRODUCT,Ingrid Yamamoto,Northfield University,Austin,"September 13, 2017",,NightOwl reading lamp
358,"Maria Larsen, a spokesperson for Ironwood Steel Works, confirmed the release of a SunBeam solar charger for $45.50 on December 1, 2020.","Maria Larsen; Ironwood Steel Works; December 1, 2020; $45.50; a SunBeam solar charger",PERSON; ORG; DATE; MONEY; PRODUCT,Maria Larsen,Ironwood Steel Works,,"December 1, 2020",$45.50,SunBeam solar charger
359,"On August 16, 2017, Global Trade Partners opened a new branch in Denver, Chile, appointing Kevin Green as director.","Kevin Green; Global Trade Partners; Chile; Denver; August 16, 2017",PERSON; ORG; GPE; GPE; DATE,Kevin Green,Global Trade Partners,"Chile, Denver","August 16, 2017",,
360,"On June 3, 2023, Crescent Media Group opened a new branch in Bangkok, Thailand, appointing Aisha Chen as director.","Aisha Chen; Crescent Media Group; Bangkok; Thailand; June 3, 2023",PERSON; ORG; GPE; GPE; DATE,Aisha Chen,Crescent Media Group,"Bangkok, Thailand","June 3, 2023",,
361,"Brightline Technologies partnered with a university in Warsaw to research the QuickBrew coffee maker technology, Elena Novak reported.",Elena Novak; Brightline Technologies; Warsaw; the QuickBrew coffee maker,PERSON; ORG; GPE; PRODUCT,Elena Novak,Brightline Technologies,Warsaw,,,QuickBrew coffee maker
362,"On October 20, 2023, BrightFuture Foundation opened a new branch in Stockholm, India, appointing Elena Young as director.","Elena Young; BrightFuture Foundation; India; Stockholm; October 20, 2023",PERSON; ORG; GPE; GPE; DATE,Elena Young,BrightFuture Foundation,"India, Stockholm","October 20, 2023",,
363,"Delta Cloud Services partnered with a university in Marrakesh to research a ProGrip tennis racket technology, James Osei reported.",James Osei; Delta Cloud Services; Marrakesh; a ProGrip tennis racket,PERSON; ORG; GPE; PRODUCT,James Osei,Delta Cloud Services,Marrakesh,,,ProGrip tennis racket
364,"The board at Riverside Bank approved a $9.99 investment in Austin after Carlos Kim's presentation on November 13, 2021.","Carlos Kim; Riverside Bank; Austin; November 13, 2021; $9.99",PERSON; ORG; GPE; DATE; MONEY,Carlos Kim,Riverside Bank,Austin,"November 13, 2021",$9.99,
365,"The board at Oakwood Publishing House approved a $9.99 investment in Marrakesh after Chloe Chen's presentation on June 3, 2020.","Chloe Chen; Oakwood Publishing House; Marrakesh; June 3, 2020; $9.99",PERSON; ORG; GPE; DATE; MONEY,Chloe Chen,Oakwood Publishing House,Marrakesh,"June 3, 2020",$9.99,
366,"Leila Dubois joined Harborview College in Vancouver on May 6, 2017 to launch a RoadMaster bicycle.","Leila Dubois; Harborview College; Vancouver; May 6, 2017; a RoadMaster bicycle",PERSON; ORG; GPE; DATE; PRODUCT,Leila Dubois,Harborview College,Vancouver,"May 6, 2017",,RoadMaster bicycle
367,"On October 9, 2016, Oakwood Publishing House opened a new branch in Helsinki, Portugal, appointing James Costa as director.","James Costa; Oakwood Publishing House; Helsinki; Portugal; October 9, 2016",PERSON; ORG; GPE; GPE; DATE,James Costa,Oakwood Publishing House,"Helsinki, Portugal","October 9, 2016",,
368,"During the conference in Zurich, Julia Chen from Global Trade Partners unveiled the FlexFit yoga mat priced at $350.",Julia Chen; Global Trade Partners; Zurich; $350; the FlexFit yoga mat,PERSON; ORG; GPE; MONEY; PRODUCT,Julia Chen,Global Trade Partners,Zurich,,$350,FlexFit yogmat
369,"On March 11, 2019, Silverline Motors opened a new branch in Kuala Lumpur, the Czech Republic, appointing Grace Kowalski as director.","Grace Kowalski; Silverline Motors; Kuala Lumpur; the Czech Republic; March 11, 2019",PERSON; ORG; GPE; GPE; DATE,Grace Kowalski,Silverline Motors,"Kuala Lumpur, the Czech Republic","March 11, 2019",,
370,Mark Wright traveled from Edinburgh to Austin to negotiate a deal worth $45.50 with Quantum Innovations.,Mark Wright; Quantum Innovations; Austin; Edinburgh; $45.50,PERSON; ORG; GPE; GPE; MONEY,Mark Wright,Quantum Innovations,"Austin, Edinburgh",,$45.50,
371,"Lucas Chen joined Pioneer Research Institute in Prague on September 11, 2015 to launch a NightOwl reading lamp.","Lucas Chen; Pioneer Research Institute; Prague; September 11, 2015; a NightOwl reading lamp",PERSON; ORG; GPE; DATE; PRODUCT,Lucas Chen,Pioneer Research Institute,Prague,"September 11, 2015",,NightOwl reading lamp
372,"Meridian Financial Group partnered with a university in Vancouver to research the GreenLeaf water bottle technology, Julia Haddad reported.",Julia Haddad; Meridian Financial Group; Vancouver; the GreenLeaf water bottle,PERSON; ORG; GPE; PRODUCT,Julia Haddad,Meridian Financial Group,Vancouver,,,GreenLeaf water bottle
373,"On August 4, 2024, Global Trade Partners opened a new branch in Toronto, Portugal, appointing Daniel Suzuki as director.","Daniel Suzuki; Global Trade Partners; Portugal; Toronto; August 4, 2024",PERSON; ORG; GPE; GPE; DATE,Daniel Suzuki,Global Trade Partners,"Portugal, Toronto","August 4, 2024",,
374,"Mei Young, a spokesperson for Global Trade Partners, confirmed the release of a StreamCast speaker for $199 on April 14, 2025.","Mei Young; Global Trade Partners; April 14, 2025; $199; a StreamCast speaker",PERSON; ORG; DATE; MONEY; PRODUCT,Mei Young,Global Trade Partners,,"April 14, 2025",$199,StreamCast speaker
375,"Maple Street School District partnered with a university in Manila to research a SunBeam solar charger technology, James Yamamoto reported.",James Yamamoto; Maple Street School District; Manila; a SunBeam solar charger,PERSON; ORG; GPE; PRODUCT,James Yamamoto,Maple Street School District,Manila,,,SunBeam solar charger
376,"Hana Scott, a spokesperson for Oakwood Publishing House, confirmed the release of the FreshAir purifier for $9.99 on January 17, 2016.","Hana Scott; Oakwood Publishing House; January 17, 2016; $9.99; the FreshAir purifier",PERSON; ORG; DATE; MONEY; PRODUCT,Hana Scott,Oakwood Publishing House,,"January 17, 2016",$9.99,FreshAir purifier
377,Felix Haddad traveled from Warsaw to Seoul to negotiate a deal worth $15 with Union Manufacturing Corp..,Felix Haddad; Union Manufacturing Corp.; Seoul; Warsaw; $15,PERSON; ORG; GPE; GPE; MONEY,Felix Haddad,Union Manufacturing Corp.,"Seoul, Warsaw",,$15,
